year,membrane,chloride_wc_0.4,chloride_wc_0.35_SF,membrane + chloride_wc_0.4,membrane with maintenance + chloride_wc_0.4,membrane + chloride_wc_0.37_SF,membrane with maintenance + chloride_wc_0.37_SF
148,0.9999999999794421,0.7891219265607284,0.6136034594025046,0.7273122491746327,0.6519197524910257,0.5600737276530448,0.4820441951857679
149,0.9999999999794421,0.792332684860714,0.616136346800506,0.7314641007393888,0.6571558978108054,0.5629575104878883,0.48541711205861193
150,0.9999999999794421,0.7916592069957352,0.6160186945624894,0.7305932223155741,0.656057581574825,0.5628235592096983,0.4852604405780533
151,0.9999999999794421,0.7938142453334842,0.616676924893359,0.7333799158187049,0.6595720454029496,0.5635729779683187,0.4861369723145047
152,0.9999999999794421,0.7906015131516853,0.6197592803823563,0.7292255118150761,0.654332681051697,0.5670823498642312,0.49024158780003546
153,0.9999999999794421,0.7949081054518939,0.6180894673988222,0.7347943931539388,0.6613559263445731,0.5651812080988634,0.4880179830748115
154,0.9999999999794421,0.7949668437136065,0.6196291219323355,0.7348703479661723,0.6614517174460584,0.5669341598166691,0.4900682624352507
155,0.9999999999794421,0.7967054022689418,0.623249703338544,0.7371184888674733,0.6642869807677241,0.5710563211569704,0.4948896059044239
156,0.9999999999794421,0.7966718788347895,0.624898907720072,0.7370751395058779,0.664232310326526,0.5729339992923476,0.49708576720619047
157,0.9999999999794421,0.7976569360445492,0.6255535137218797,0.7383489231219581,0.6658387541060599,0.5736792916227877,0.4979574726086117
158,0.9999999999794421,0.7981937974952775,0.6242701459451759,0.739043142009214,0.6667142745625869,0.5722181315379887,0.4962484772416942
159,0.9999999999794421,0.7976630940307979,0.6269859013210585,0.7383568860523484,0.6658487966280633,0.5753101161018443,0.4998649100673537
160,0.9999999999794421,0.7994784952087779,0.6264393638153468,0.7407043926278167,0.6688093758724261,0.5746878636168687,0.4991371139655165
161,0.9999999999794421,0.8017412777790262,0.628320831042787,0.7436304108693736,0.672499550360159,0.5768299813040165,0.50164256784481
162,0.9999999999794421,0.8024452894832695,0.6301962599650417,0.7445407727910053,0.6736476615681128,0.5789652241648857,0.5041399808212745
163,0.9999999999794421,0.8040018201730641,0.6319579336992537,0.746553532325114,0.6761860715401431,0.5809709526782514,0.5064859118197302
164,0.9999999999794421,0.802590440284471,0.6343320100771637,0.7447284681965103,0.6738843753339474,0.583673923490387,0.5096473481626136
165,0.9999999999794421,0.8049976844019955,0.6330727573898592,0.7478412905650262,0.6778101395434798,0.5822402192968078,0.5079704656294484
166,0.9999999999794421,0.8041350869570919,0.6354200961374161,0.746725860433959,0.6764034047001857,0.5849127483611118,0.5110962968346422
167,0.9999999999794421,0.805820587386852,0.6387777171632166,0.7489053915424604,0.6791521401583527,0.5887355199094063,0.5155674693863607
168,0.9999999999794421,0.8066457715225008,0.6389553636463672,0.7499724422901983,0.6804978609028427,0.588937776780037,0.5158040321411412
169,0.9999999999794421,0.8058502724258394,0.6405882429158893,0.7489437774513499,0.6792005508960786,0.5907968681918918,0.517978454124461
170,0.9999999999794421,0.8075517186762013,0.6406648894662971,0.7511439281998334,0.6819752910005358,0.5908841330290857,0.5180805204237049
171,0.9999999999794421,0.8076536446959702,0.6419099232416503,0.7512757293711236,0.6821415132450999,0.5923016484831864,0.5197384683575385
172,0.9999999999794421,0.8092092111726614,0.6425299982479942,0.7532872420752601,0.6846783507661833,0.5930076260410602,0.5205641905957146
173,0.9999999999794421,0.8108806669911435,0.6445484805522986,0.7554486120094018,0.687404182094316,0.595305740290506,0.5232521004598081
174,0.9999999999794421,0.8121526363127294,0.6443224887795768,0.7570934034651062,0.6894785257813372,0.5950484405797074,0.5229511587503823
175,0.9999999999794421,0.8109258741149072,0.6444533471564359,0.7555070696228378,0.6874779064445784,0.5951974275189924,0.5231254161720147
176,0.9999999999794421,0.8119370831812903,0.647046099053751,0.7568146703676764,0.6891269990032691,0.5981493682260232,0.526578051543193
177,0.9999999999794421,0.8134354206678724,0.6486452542471334,0.7587521799080945,0.6915705067621227,0.5999700635718037,0.528707564895548
178,0.9999999999794421,0.8145903303076641,0.6492551801579336,0.7602456007598425,0.693453948036787,0.6006644860216448,0.5295197721011845
179,0.9999999999794421,0.8133805089326048,0.6513098072428901,0.7586811732010512,0.6914809560084505,0.6030037523957752,0.5322558141248925
180,0.9999999999794421,0.8155441017714236,0.6517528386546291,0.7614789285828204,0.6950093706253154,0.6035081594931762,0.5328457764441938
181,0.9999999999794421,0.8177261419340759,0.6518115680663432,0.7643005383139885,0.6985678693716376,0.60357502502756,0.5329239834043056
182,0.9999999999794421,0.8160788235728138,0.6524336495979254,0.7621703806761845,0.6958814017145898,0.6042832870861363,0.5337523776297312
183,0.9999999999794421,0.8170547875462345,0.6544128956046658,0.7634324057716925,0.6974730161290801,0.6065367294083943,0.5363880385189247
184,0.9999999999794421,0.8192793431238272,0.6547775870165056,0.7663089924508446,0.7011008495528087,0.6069519436158275,0.5368736794587259
185,0.9999999999794421,0.8183055275226485,0.6581964055072266,0.7650497454288696,0.6995127387309933,0.6108443906652963,0.5414263455510453
186,0.9999999999794421,0.8179530360814777,0.656264787011641,0.7645939365498285,0.6989378912222419,0.6086451739668235,0.5388541077876143
187,0.9999999999794421,0.8189971128605279,0.6582562180244327,0.7659440387387242,0.7006405848632236,0.610912489353996,0.5415059948274603
188,0.9999999999794421,0.8215924267440259,0.6589597754725239,0.7693000552935307,0.7048730556301754,0.6117135146556865,0.5424428863724828
189,0.9999999999794421,0.8204247247355018,0.6620852726493701,0.7677900925500625,0.7029687523984879,0.6152720049052149,0.5466049514418296
190,0.9999999999794421,0.819418190031899,0.661165730941468,0.7664885362528621,0.7013272828498489,0.6142250738038706,0.5453804446815554
191,0.9999999999794421,0.8242787998482413,0.6636362861015377,0.77277382109406,0.7092540269281034,0.6170378891579069,0.5486703568944971
192,0.9999999999794421,0.8235764725299703,0.6646127713355184,0.7718656372624252,0.7081086626381363,0.6181496524990069,0.5499706924421313
193,0.9999999999794421,0.8225594035790252,0.6642975172954548,0.7705504590643449,0.7064500137054499,0.6177907245063659,0.5495508847271091
194,0.9999999999794421,0.8251610829589145,0.6650711725478958,0.7739147068822003,0.7106928654045758,0.6186715586637925,0.5505811219404895
195,0.9999999999794421,0.824567458262864,0.6646850078393092,0.773147087088712,0.7097247747283186,0.6182318963405,0.5500668861073779
196,0.9999999999794421,0.8252612168969801,0.6671199385949893,0.7740441907014726,0.7108561650995899,0.6210041520368266,0.5533093591192144
197,0.9999999999794421,0.8268215263848794,0.6682784062876398,0.776061836622957,0.7134007375834509,0.6223231089116654,0.554852031418926
198,0.9999999999794421,0.8263522900858303,0.6707432061864429,0.775455064240727,0.7126355010811747,0.625129371695041,0.5581342796441794
199,0.9999999999794421,0.8278855539377383,0.669561008191625,0.777437737281783,0.7151359671991602,0.6237833970229998,0.5565600069122334
